,chr,start,end
515,chr8,9446400,9459200
516,chr8,9459200,9472000
517,chr8,9472000,9484800
518,chr8,9484800,9497600
519,chr8,9497600,9510400
520,chr8,9510400,9523200
521,chr8,9523200,9536000
522,chr8,9536000,9548800
523,chr8,9548800,9561600
524,chr8,9561600,9574400
525,chr8,9574400,9587200
526,chr8,9587200,9600000
527,chr8,9600000,9612800
528,chr8,9612800,9625600
529,chr8,9625600,9638400
530,chr8,9638400,9651200
531,chr8,9664000,9676800
532,chr8,9676800,9689600
533,chr8,9689600,9702400
534,chr8,9702400,9715200
535,chr8,9715200,9728000
536,chr8,9740800,9753600
537,chr8,9753600,9766400
538,chr8,9766400,9779200
539,chr8,9779200,9792000
540,chr8,9792000,9804800
541,chr8,9804800,9817600
542,chr8,9817600,9830400
543,chr8,9830400,9843200
544,chr8,9843200,9856000
545,chr8,9856000,9868800
546,chr8,9868800,9881600
547,chr8,9881600,9894400
548,chr8,9894400,9907200
549,chr8,9907200,9920000
550,chr8,9920000,9932800
551,chr8,9932800,9945600
552,chr8,9945600,9958400
553,chr8,9958400,9971200
554,chr8,9971200,9984000
555,chr8,9984000,9996800
556,chr8,9996800,10009600
557,chr8,10009600,10022400
558,chr8,10022400,10035200
559,chr8,10035200,10048000
560,chr8,10060800,10073600
561,chr8,10073600,10086400
562,chr8,10086400,10099200
563,chr8,10099200,10112000
564,chr8,10112000,10124800
565,chr8,10124800,10137600
566,chr8,10137600,10150400
567,chr8,10150400,10163200
568,chr8,10163200,10176000
569,chr8,10176000,10188800
570,chr8,10188800,10201600
571,chr8,10201600,10214400
572,chr8,10214400,10227200
573,chr8,10227200,10240000
574,chr8,10240000,10252800
575,chr8,10252800,10265600
576,chr8,10265600,10278400
577,chr8,10278400,10291200
578,chr8,10291200,10304000
579,chr8,10304000,10316800
580,chr8,10329600,10342400
581,chr8,10342400,10355200
582,chr8,10355200,10368000
583,chr8,10368000,10380800
584,chr8,10380800,10393600
585,chr8,10393600,10406400
586,chr8,10406400,10419200
587,chr8,10419200,10432000
588,chr8,10432000,10444800
589,chr8,10444800,10457600
590,chr8,10457600,10470400
591,chr8,10470400,10483200
592,chr8,10483200,10496000
593,chr8,10496000,10508800
594,chr8,10508800,10521600
595,chr8,10521600,10534400
596,chr8,10534400,10547200
597,chr8,10547200,10560000
598,chr8,10560000,10572800
599,chr8,10572800,10585600
600,chr8,10611200,10624000
601,chr8,10624000,10636800
602,chr8,10636800,10649600
603,chr8,10649600,10662400
604,chr8,10662400,10675200
605,chr8,10675200,10688000
606,chr8,10688000,10700800
607,chr8,10700800,10713600
608,chr8,10713600,10726400
609,chr8,10726400,10739200
610,chr8,10739200,10752000
611,chr8,10752000,10764800
612,chr8,10764800,10777600
613,chr8,10777600,10790400
614,chr8,10790400,10803200
615,chr8,10803200,10816000
616,chr8,10816000,10828800
617,chr8,10828800,10841600
618,chr8,10841600,10854400
619,chr8,10854400,10867200
620,chr8,10867200,10880000
621,chr8,10880000,10892800
622,chr8,10892800,10905600
623,chr8,10905600,10918400
624,chr8,10918400,10931200
625,chr8,10944000,10956800
626,chr8,10956800,10969600
627,chr8,10969600,10982400
628,chr8,10982400,10995200
629,chr8,10995200,11008000
630,chr8,11008000,11020800
631,chr8,11020800,11033600
632,chr8,11033600,11046400
633,chr8,11046400,11059200
634,chr8,11059200,11072000
635,chr8,11072000,11084800
636,chr8,11084800,11097600
637,chr8,11097600,11110400
638,chr8,11110400,11123200
639,chr8,11123200,11136000
640,chr8,11136000,11148800
641,chr8,11148800,11161600
642,chr8,11161600,11174400
643,chr8,11174400,11187200
644,chr8,11187200,11200000
645,chr8,11200000,11212800
646,chr8,11212800,11225600
647,chr8,11225600,11238400
648,chr8,11238400,11251200
649,chr8,11251200,11264000
650,chr8,11264000,11276800
651,chr8,11276800,11289600
652,chr8,11289600,11302400
653,chr8,11302400,11315200
654,chr8,11315200,11328000
655,chr8,11328000,11340800
656,chr8,11340800,11353600
657,chr8,11353600,11366400
658,chr8,11366400,11379200
659,chr8,11392000,11404800
660,chr8,11404800,11417600
661,chr8,11417600,11430400
662,chr8,11430400,11443200
663,chr8,11443200,11456000
664,chr8,11456000,11468800
665,chr8,11468800,11481600
666,chr8,11481600,11494400
667,chr8,11494400,11507200
668,chr8,11507200,11520000
669,chr8,11520000,11532800
670,chr8,11532800,11545600
671,chr8,11545600,11558400
672,chr8,11558400,11571200
673,chr8,11584000,11596800
674,chr8,11596800,11609600
675,chr8,11609600,11622400
676,chr8,11622400,11635200
677,chr8,11635200,11648000
678,chr8,11648000,11660800
679,chr8,11660800,11673600
680,chr8,11673600,11686400
681,chr8,11686400,11699200
682,chr8,11699200,11712000
683,chr8,11712000,11724800
684,chr8,11724800,11737600
685,chr8,11737600,11750400
686,chr8,11750400,11763200
687,chr8,11763200,11776000
688,chr8,11776000,11788800
689,chr8,11788800,11801600
690,chr8,11801600,11814400
691,chr8,11814400,11827200
692,chr8,11827200,11840000
693,chr8,11840000,11852800
694,chr8,11852800,11865600
695,chr8,11865600,11878400
696,chr8,11878400,11891200
697,chr8,11891200,11904000
698,chr8,11904000,11916800
699,chr8,11916800,11929600
700,chr8,11929600,11942400
701,chr8,11942400,11955200
702,chr8,11955200,11968000
703,chr8,11968000,11980800
704,chr8,11980800,11993600
705,chr8,12019200,12032000
706,chr8,12544000,12556800
707,chr8,12556800,12569600
708,chr8,12569600,12582400
709,chr8,12582400,12595200
710,chr8,12608000,12620800
711,chr8,12620800,12633600
712,chr8,12633600,12646400
713,chr8,12646400,12659200
714,chr8,12659200,12672000
715,chr8,12672000,12684800
716,chr8,12684800,12697600
717,chr8,12697600,12710400
718,chr8,12710400,12723200
719,chr8,12723200,12736000
720,chr8,12736000,12748800
721,chr8,12748800,12761600
722,chr8,12761600,12774400
723,chr8,12774400,12787200
724,chr8,12787200,12800000
725,chr8,12800000,12812800
726,chr8,12812800,12825600
727,chr8,12825600,12838400
728,chr8,12838400,12851200
729,chr8,12851200,12864000
730,chr8,12864000,12876800
731,chr8,12876800,12889600
732,chr8,12889600,12902400
733,chr8,12902400,12915200
734,chr8,12915200,12928000
735,chr8,12928000,12940800
736,chr8,12940800,12953600
737,chr8,12953600,12966400
738,chr8,12966400,12979200
739,chr8,12979200,12992000
740,chr8,12992000,13004800
741,chr8,13004800,13017600
742,chr8,13017600,13030400
743,chr8,13043200,13056000
744,chr8,13056000,13068800
745,chr8,13068800,13081600
746,chr8,13081600,13094400
747,chr8,13094400,13107200
748,chr8,13107200,13120000
749,chr8,13120000,13132800
750,chr8,13132800,13145600
751,chr8,13145600,13158400
752,chr8,13158400,13171200
753,chr8,13171200,13184000
754,chr8,13184000,13196800
755,chr8,13196800,13209600
756,chr8,13209600,13222400
757,chr8,13222400,13235200
758,chr8,13235200,13248000
759,chr8,13248000,13260800
760,chr8,13260800,13273600
761,chr8,13273600,13286400
762,chr8,13286400,13299200
763,chr8,13299200,13312000
764,chr8,13312000,13324800
765,chr8,13324800,13337600
766,chr8,13337600,13350400
767,chr8,13350400,13363200
768,chr8,13363200,13376000
769,chr8,13376000,13388800
770,chr8,13388800,13401600
771,chr8,13401600,13414400
772,chr8,13414400,13427200
773,chr8,13427200,13440000
774,chr8,13440000,13452800
775,chr8,13452800,13465600
776,chr8,13465600,13478400
777,chr8,13478400,13491200
778,chr8,13491200,13504000
779,chr8,13516800,13529600
780,chr8,13529600,13542400
781,chr8,13542400,13555200
782,chr8,13555200,13568000
783,chr8,13568000,13580800
784,chr8,13580800,13593600
785,chr8,13593600,13606400
786,chr8,13606400,13619200
787,chr8,13632000,13644800
788,chr8,13683200,13696000
789,chr8,13696000,13708800
790,chr8,13708800,13721600
791,chr8,13721600,13734400
792,chr8,13734400,13747200
793,chr8,13747200,13760000
794,chr8,13760000,13772800
795,chr8,13772800,13785600
796,chr8,13785600,13798400
797,chr8,13811200,13824000
798,chr8,13836800,13849600
799,chr8,13849600,13862400
800,chr8,13862400,13875200
801,chr8,13875200,13888000
802,chr8,13888000,13900800
803,chr8,13926400,13939200
804,chr8,13939200,13952000
805,chr8,13952000,13964800
806,chr8,13964800,13977600
807,chr8,13977600,13990400
808,chr8,13990400,14003200
809,chr8,14003200,14016000
810,chr8,14016000,14028800
811,chr8,14028800,14041600
812,chr8,14041600,14054400
813,chr8,14080000,14092800
814,chr8,14092800,14105600
815,chr8,14105600,14118400
816,chr8,14118400,14131200
817,chr8,14131200,14144000
818,chr8,14144000,14156800
819,chr8,14156800,14169600
820,chr8,14169600,14182400
821,chr8,14182400,14195200
822,chr8,14195200,14208000
823,chr8,14208000,14220800
824,chr8,14220800,14233600
825,chr8,14233600,14246400
826,chr8,14246400,14259200
827,chr8,14259200,14272000
828,chr8,14272000,14284800
829,chr8,14284800,14297600
830,chr8,14297600,14310400
831,chr8,14336000,14348800
832,chr8,14348800,14361600
833,chr8,14361600,14374400
834,chr8,14374400,14387200
835,chr8,14387200,14400000
836,chr8,14412800,14425600
837,chr8,14425600,14438400
838,chr8,14438400,14451200
839,chr8,14451200,14464000
840,chr8,14489600,14502400
841,chr8,14502400,14515200
842,chr8,14515200,14528000
843,chr8,14528000,14540800
844,chr8,14540800,14553600
845,chr8,14553600,14566400
846,chr8,14566400,14579200
847,chr8,14592000,14604800
848,chr8,14668800,14681600
849,chr8,14694400,14707200
850,chr8,14720000,14732800
851,chr8,14732800,14745600
852,chr8,14745600,14758400
853,chr8,14758400,14771200
854,chr8,14771200,14784000
855,chr8,14784000,14796800
856,chr8,14822400,14835200
857,chr8,14848000,14860800
858,chr8,14860800,14873600
859,chr8,14873600,14886400
860,chr8,14886400,14899200
861,chr8,14912000,14924800
862,chr8,14924800,14937600
863,chr8,14937600,14950400
864,chr8,14976000,14988800
865,chr8,14988800,15001600
866,chr8,15001600,15014400
867,chr8,15040000,15052800
868,chr8,15052800,15065600
869,chr8,15091200,15104000
870,chr8,15104000,15116800
871,chr8,15116800,15129600
872,chr8,15129600,15142400
873,chr8,15155200,15168000
874,chr8,15168000,15180800
875,chr8,15180800,15193600
876,chr8,15193600,15206400
877,chr8,15206400,15219200
878,chr8,15219200,15232000
879,chr8,15232000,15244800
880,chr8,15244800,15257600
881,chr8,15257600,15270400
882,chr8,15270400,15283200
883,chr8,15283200,15296000
884,chr8,15296000,15308800
885,chr8,15308800,15321600
886,chr8,15321600,15334400
887,chr8,15334400,15347200
888,chr8,15347200,15360000
889,chr8,15360000,15372800
890,chr8,15372800,15385600
891,chr8,15385600,15398400
892,chr8,15398400,15411200
893,chr8,15411200,15424000
894,chr8,15436800,15449600
895,chr8,15449600,15462400
896,chr8,15462400,15475200
897,chr8,15475200,15488000
898,chr8,15488000,15500800
899,chr8,15526400,15539200
900,chr8,15590400,15603200
901,chr8,15628800,15641600
902,chr8,15641600,15654400
903,chr8,15654400,15667200
904,chr8,15667200,15680000
905,chr8,15680000,15692800
906,chr8,15705600,15718400
907,chr8,15718400,15731200
908,chr8,15731200,15744000
909,chr8,15744000,15756800
910,chr8,15756800,15769600
911,chr8,15782400,15795200
912,chr8,15795200,15808000
913,chr8,15808000,15820800
914,chr8,15833600,15846400
915,chr8,15846400,15859200
916,chr8,15859200,15872000
917,chr8,15872000,15884800
918,chr8,15884800,15897600
919,chr8,15897600,15910400
920,chr8,15910400,15923200
921,chr8,15923200,15936000
922,chr8,15936000,15948800
923,chr8,15948800,15961600
924,chr8,15961600,15974400
925,chr8,16000000,16012800
926,chr8,16012800,16025600
927,chr8,16025600,16038400
928,chr8,16038400,16051200
929,chr8,16051200,16064000
930,chr8,16064000,16076800
931,chr8,16076800,16089600
932,chr8,16089600,16102400
933,chr8,16102400,16115200
934,chr8,16115200,16128000
935,chr8,16128000,16140800
936,chr8,16140800,16153600
937,chr8,16153600,16166400
938,chr8,16166400,16179200
939,chr8,16179200,16192000
940,chr8,16192000,16204800
941,chr8,16204800,16217600
942,chr8,16217600,16230400
943,chr8,16230400,16243200
944,chr8,16243200,16256000
945,chr8,16256000,16268800
946,chr8,16268800,16281600
947,chr8,16281600,16294400
948,chr8,16294400,16307200
949,chr8,16307200,16320000
950,chr8,16320000,16332800
951,chr8,16358400,16371200
952,chr8,16371200,16384000
953,chr8,16422400,16435200
954,chr8,16435200,16448000
955,chr8,16448000,16460800
956,chr8,16460800,16473600
957,chr8,16473600,16486400
958,chr8,16486400,16499200
959,chr8,16499200,16512000
960,chr8,16512000,16524800
961,chr8,16550400,16563200
962,chr8,16576000,16588800
963,chr8,16588800,16601600
964,chr8,16601600,16614400
965,chr8,16614400,16627200
966,chr8,16627200,16640000
967,chr8,16640000,16652800
968,chr8,16652800,16665600
969,chr8,16678400,16691200
970,chr8,16691200,16704000
971,chr8,16704000,16716800
972,chr8,16716800,16729600
973,chr8,16729600,16742400
974,chr8,16742400,16755200
975,chr8,16755200,16768000
976,chr8,16768000,16780800
977,chr8,16780800,16793600
978,chr8,16793600,16806400
979,chr8,16819200,16832000
980,chr8,16832000,16844800
981,chr8,16844800,16857600
982,chr8,16857600,16870400
983,chr8,16870400,16883200
984,chr8,16883200,16896000
985,chr8,16896000,16908800
986,chr8,16908800,16921600
987,chr8,16921600,16934400
988,chr8,16960000,16972800
989,chr8,16972800,16985600
990,chr8,16985600,16998400
991,chr8,16998400,17011200
992,chr8,17011200,17024000
993,chr8,17024000,17036800
994,chr8,17036800,17049600
995,chr8,17049600,17062400
996,chr8,17062400,17075200
997,chr8,17075200,17088000
998,chr8,17088000,17100800
999,chr8,17100800,17113600
1000,chr8,17113600,17126400
1001,chr8,17126400,17139200
1002,chr8,17139200,17152000
1003,chr8,17152000,17164800
1004,chr8,17164800,17177600
1005,chr8,17177600,17190400
